中楼层朝南，看笔架山山景，税费少，户型方正实用,黄金大厦 ,2室2厅,48.61平米,东南,精装,中楼层(共31层),2011年建,板塔结合,318,"65,400"
鸿荣源物业 双地铁口 满五年 南北通透3房户型 海天,黄金大厦 ,2室2厅,48.61平米,东南,精装,中楼层(共31层),2011年建,板塔结合,318,"65,400"
北区看花园安静 满五  看房有钥匙  好不好看了才知道,黄金大厦 ,2室2厅,48.61平米,东南,精装,中楼层(共31层),2011年建,板塔结合,318,"65,400"
此房客厅出阳台，高楼层视野好，诚心出售。,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
电梯3+1房 全新精装 拎包入住 花园中间位置安静,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
润府一期：中间楼栋高层，南外科华，南向采光好,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
财富城（高实用三房）东南向高楼层,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
小区优质户型，精装三房 全明户型 居家舒适度高,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
满五唯一，高层海景房，东南朝向，看海景，户型方正。,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
满五唯一，万科物业，近地铁和公园,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
住家装修，保养很好，安静，满五税少。,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
联城美园大单间。业主空房诚意出售。随时可以签约,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
新鲜出炉 南向 精装一房 中间楼层,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
小户型总价低  高层采光好 随时看房,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
森雅谷 1室1厅 东北,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
皇庭物业精装2房，东南，红本满五唯一，拎包入住,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
御峰园精装别墅，五房，满五，可拎包入住。,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
禾田世居标准大两房，满五税少，看花园，业主诚心卖,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
满五年唯一，税费低，高层视野开阔,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
东方银座公馆 2室2厅 南,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
南山地铁口 花园小区 精装复式四房两卫两大阳台诚心卖,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
花岗石公司 3室2厅 南,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
龙岗布吉长龙地铁口  东南朝向 通风采光好 业主诚售,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
3号5号14号地铁口精装2房，中间楼层，满五唯一,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
朝南、安静低楼层、居家小3房，您的不二选择,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
福田高铁站旁低总价两房，满五唯一，自住看房方便！,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
上塘地铁口 新精装3房 客厅朝南 全新装修 户型通透,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
满五唯一，首套税费一个点契税，三房南通对流,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
红本在手，正规的两房 带电梯 业主诚心出售,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
1.满五年 2.高楼层，南向，采光好 3.户型方正格局好,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
京基御景华城 2室1厅 东北,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
福保桂花苑，满5年2房，户型方正，红本在手，,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
佳兆业三期 南向带储物间户型 中间层 满五年唯一,诺德假日花园 ,2室1厅,66.5平米,南,其他,29层,2009年建,板塔结合,705,"106,000"
