盖房大师,http://f2.g.mi.com/download/AppStore/02494005058db4fbb8cbeb30c48e3006a17d49312/com.emay.gfds.mi.apk,小米版盖房大师为您提供盖房大师安卓版最新下载，最全的盖房大师游戏攻略，礼包激活码，欢迎来小米下载盖房大师。【游戏介绍】玩家不仅可以建造房屋，主房屋装饰，还可以升级角色，扩大工厂，邀请小伙伴一起帮忙建造梦想之家，发现新工具并学习在建筑工地工作的所有复杂性，扮演建筑商的角色，建造你梦想中的家
托卡王国购物商店,http://f2.g.mi.com/download/AppStore/0f21b6691ee7741cb9b5faed2fa4bcf8638f06646/com.sygwsd.zqtkwg.mi.apk,"小米版托卡王国购物商店为您提供托卡王国购物商店安卓版最新下载，最全的托卡王国购物商店游戏攻略，礼包激活码，欢迎来小米下载托卡王国购物商店。【游戏介绍】男孩女孩们大家好！新的Hello Kitty免费游戏已经适用于所有孩子。像妈妈和爸爸一样去购买真正的超市。我们的教育过程是以竞争形式进行的，未来的技能将对现实生活中的幼儿有用。
Hello Kitty喜欢帮助她最喜欢的成年人，如父母，奶奶，爷爷和学校教师。她也崇拜购物。但谁不喜欢它？男孩和女孩喜欢访问不同的商店。那里有很多有趣的东西，如玩具，糖果，衣服，书籍。"
挖矿火柴人,http://f2.g.mi.com/download/AppStore/0847781ac72b04f59b32d2c3948fa1d5b2ff9bc49/com.yh.wkhcr.mi.apk,"小米版挖矿火柴人为您提供挖矿火柴人安卓版最新下载，最全的挖矿火柴人游戏攻略，礼包激活码，欢迎来小米下载挖矿火柴人。【游戏介绍】《挖矿火柴人》是一款十分有趣的休闲益智类闯关游戏。玩家将操控一位矿工在关卡中利用镐头收集矿，不停的贩卖矿物，利用得来金币升级镐头力量、背包容量、运输机传输速度等，还可以在商店升级你的背包容量，矿中还有稀有的的道具和装备等你来挖掘！

游戏特色：
1、模拟矿工，操作简单易上手；
2、矿石中暗藏的稀有宝藏统统收入囊中，帮你实现一夜暴富的梦想；
3、不断挖掘，探索神秘的全新空间；
4、升级你的挖矿属性，成为超级矿工。"
猎码计划-经典街机,,"小米版猎码计划-经典街机为您提供猎码计划-经典街机安卓版最新下载，最全的猎码计划-经典街机游戏攻略，礼包激活码，欢迎来小米下载猎码计划-经典街机。【游戏介绍】不氪不肝，一拳打翻！新国潮放置街机手游来袭！龙虎新星联赛正式开启，格斗天梯，街头擂台，千层关卡待你突破！碰壁，就用力把它打穿！

【国潮加国术 招式超炫酷】
极道武学，超能异术，剧情硬核招式炫酷；放置玩法，街机奥义，强强结合绝对犀利

【挂机练功夫 叶问也发怵】
挂机练功，微操布阵，神功大成干翻叶问；拒绝烧脑，以力破巧，不招不架一拳撂倒

【站桩要站马 养成要抽卡】
风林山火，阴雷六系，流派传承各怀绝技；定向招募，轻松收集，经典角色破壁来袭

【打人不够狠 练功下副本】
趣味探宝，欧皇竞技，游戏厅内先投一币；龙虎联赛，街头争霸，高手名宿通通打炸"
指挥兵多多,http://f2.g.mi.com/download/AppStore/0cf46b4c59aa34f2f85665a3d60da4d27e4937a9d/com.yh.zhbdd.mi.apk,小米版指挥兵多多为您提供指挥兵多多安卓版最新下载，最全的指挥兵多多游戏攻略，礼包激活码，欢迎来小米下载指挥兵多多。【游戏介绍】一款战术和策略塔防游戏，游戏核心就是要在地图上征服所有的区域。专注于战术策略和基地防御，您必须捍卫自己的基地，同时攻击敌人的基地，以征服城市，征服塔楼并结束这场战争并停止冲突！
消灭星星经典,http://f2.g.mi.com/download/AppStore/0703ec34bae4644feb3099e7a647c31d29f7e42fa/com.airmpoint.popstar.cn.mi.apk,"小米版消灭星星经典为您提供消灭星星经典安卓版最新下载，最全的消灭星星经典游戏攻略，礼包激活码，欢迎来小米下载消灭星星经典。【游戏介绍】一旦开始，难以放下！

经典的消除游戏，手机休闲必备，4亿人都在玩！

规则超简单，找到并消除两个以上的相同颜色的方块，相连方块越多，得分越高！

经典模式，没有时间限制，满足每关目标分数过关！

多种道具，合理使用会让你事半功倍！

在排行榜里跟全球玩家一比高下！

赶快开始吧！无限乐趣等着你！"
蛋崽惊喜派对,http://f2.g.mi.com/download/AppStore/074dc8c5227d048d492879b0b7e91f8beab45335a/com.fh.dzpd.mi.apk,"小米版蛋崽惊喜派对为您提供蛋崽惊喜派对安卓版最新下载，最全的蛋崽惊喜派对游戏攻略，礼包激活码，欢迎来小米下载蛋崽惊喜派对。【游戏介绍】《蛋崽惊喜派对》是一款欢乐世界休闲竞技手游，在这里玩家将化身Q萌蛋仔，前往热闹非凡的乐园派对！一起加入奇妙""圆""宇宙，共同创造欢乐吧！

【萌蛋智勇大冲关，海量关卡任你玩】
滚动、碰撞、火花四射！数十个新奇关卡，超百变陷阱机关，争先恐后往前冲！不但有竞速、团队、生存关卡，更有捉迷藏、一线牵等特殊玩法，保证派对新鲜有趣不无聊！

【超Q弹物理碰撞，duang到停不下来】
闯关开趴，撞到开花！圆滚滚的蛋仔不但奔跑速度惊人，冲撞起来威力同样巨大，为闯关带来意想不到的效果！和队友撞个满怀，将对手怼出赛道，蛋仔法则就是duang~"
机甲飞行大战,http://f2.g.mi.com/download/AppStore/00e795c1266b24d9a9ad36e45f359fa53a3f4455d/com.martian.iaajjfxdz.mi.apk,"小米版机甲飞行大战为您提供机甲飞行大战安卓版最新下载，最全的机甲飞行大战游戏攻略，礼包激活码，欢迎来小米下载机甲飞行大战。【游戏介绍】准备好体验飞行直升机与汽车的追逐游戏！机甲飞行大战包括汽车射击、汽车直升机射击和机甲射击，在游戏中，玩家将驾驶汽车或机甲，锻炼汽车追逐与射击技巧，打败企图扰乱城市秩序的黑暗势力，维护公平正义！

游戏玩法：
- 选择喜欢的机甲和汽车类型，进入各局特色的模式与关卡，开启紧张刺激的城市追逐战！
- 在游戏过程中，玩家可随意切换机甲、汽车与汽车直升机模式，体验每种模式特有独特的射击感觉。注意：汽车直升机为空中作战模式，非常考验玩家的空间能力和控制能力！"
蜘蛛纸牌大师,,小米版蜘蛛纸牌大师为您提供蜘蛛纸牌大师安卓版最新下载，最全的蜘蛛纸牌大师游戏攻略，礼包激活码，欢迎来小米下载蜘蛛纸牌大师。【游戏介绍】鼠标拖动移动一张或一组牌到另一张牌的上面或空牌叠。每次移动的牌都只能放在一叠牌全部移除后的空白位置或者比它下面的一张牌大1点的牌之上。只有当一组牌全部为同一花色，方可以移动这一组牌。否则，只能移动这一组上面一张或同一花色的多张。当移动形成同一花色由K到A顺序的一组牌时，这组牌会被自动移除整理到左下方
三国演义:吞噬无界,http://f2.g.mi.com/download/AppStore/0f5be66e96dcb4509995d02809d2b422ab6a2009d/com.sinyuee.kingwar.mi.apk,"小米版三国演义:吞噬无界为您提供三国演义:吞噬无界安卓版最新下载，最全的三国演义:吞噬无界游戏攻略，礼包激活码，欢迎来小米下载三国演义:吞噬无界。【游戏介绍】【海量地图  玄机四伏】
探索式萌版地图，跟随故事主线层层延展，更多支线任务暗藏其中等你来发掘；

【单机逆袭  经典再现】
单机重制版，比红白机更方便的对战，比像素点更精细的画面，让你随时随地畅玩三国经典；

【上位之作  网游体验】
武将培养唤醒专属技能，战斗力加倍，对战更爽快。副本挑战，人物升级，单机也能创造出网游的体验；

【阵法策略  任性搭配】
采用经典回合制战斗场景，招募名将，施计布阵，海量装备随心选，由你完成三国霸业；

【多元剧情  三国新说】
支线配合主线，争霸背后也别有洞天，更多你不知道的三国故事即将一一呈现；

【名将开挂  神级吐槽】
吐槽式对白，冷笑话集锦，如果三国也有朋友圈，每句对白都将成为经典。"
极无双,http://f2.g.mi.com/download/AppStore/074ad9b3246084334bdb2fff1687471d8984ed8a8/com.taiyouxi.ifsanguo.mi.apk,"小米版极无双为您提供极无双安卓版最新下载，最全的极无双游戏攻略，礼包激活码，欢迎来小米下载极无双。【游戏介绍】三国乱世，群雄并起。你可以化身名将关羽以一敌百，过五关斩六将，战敌如割草！亦或化身吕布，与貂蝉经历生死离别后方然觉醒，战力爆表五虎上将皆不能敌！百余英雄，随心切换！你将率领麾下万千名将，和兄弟们一起军团国战攻城掠地，所到之处皆俯首称臣！天下会武，擂台之上，你能否名扬天下？单骑入敌阵，马鸣萧萧又能否用计谋全身而退，真三国真战场，超爽无双连招，个性名将养成，巅峰对决你敢来吗？

【一骑当千！万人连斩体验极致割草】
一刀割草、敌人霎时间灰飞烟灭，碎屏狂斩，炫酷大招酣畅淋漓，无限连招、浮空连击、击飞眩晕、真实细腻的动作，行云流水般的割草体验！

【热血三国！历史百余名将悉数登场】
3D建模、云集百名武将，坐拥貂蝉，统领吕布，三国名将为我所用！多主将切换、装备无损继承，3V3对战热血真竞技，决胜三国，一统江山！

【军团对决！约战好友一起称霸天下】
呼朋唤友，建设军团，boss大战、兵临城下，组队副本、多人战役，英雄携手，攻城掠地，合纵连横，成就三国霸业！

【恢宏世界！高清画质享受视听盛宴】
细腻写实画风穿越三国战场，领略火烧赤壁的磅礴大气，体会千里单骑的英雄气概，荡气回肠的三国配乐，尽显波澜壮阔的传奇三国！"
英杰传-上线即送500抽,http://f2.g.mi.com/download/AppStore/018cfb3f060684012826404e7d82deae805a5c1d4/com.sqw.yjz.mi.apk,"小米版英杰传-上线即送500抽为您提供英杰传-上线即送500抽安卓版最新下载，最全的英杰传-上线即送500抽游戏攻略，礼包激活码，欢迎来小米下载英杰传-上线即送500抽。【游戏介绍】《英杰传》是一款以半架空世界观讲述诸子百家传人故事的三国战棋游戏。其融汇了百家文化与历史，重构了百家争鸣的绚烂三国世界；还原经典战棋玩法和要素，打造策略烧脑的乐趣体验；开局百抽免费送，让阵容搭配随心所欲，不再受限；

【全新三国 百家争鸣】
三国乱世，暗潮涌动，诸子百家传人纷纷现世
以兵家传人赵云为视角，讲述这一百家争运，世态纷乱的全新三国世界
【开局百抽 随心配将】
开局即送百连抽，一次性抽到爽
七大职业，特色三国名将，任君选择
解放阵营桎梏，武将跨阵营搭配，最强阵容由你定义
【经典战棋 策略制胜】
经典战棋重现，点指之间，走位杀敌
讲究策略制胜，排兵布阵，职业搭配，地形变化，一样不少
【巨型BOSS 极限挑战】
震慑力爆表的巨型BOSS，形态各异，机制多样，等你挑战
各色丰厚奖励，珍稀掉落，漫天元宝，一起瓜分"
我叫MT：经典再现,http://f2.g.mi.com/download/AppStore/0bb39b79e31694f178b10435f4dd784fe95152370/com.nextjoy.wjmt.mi.apk,小米版我叫MT：经典再现为您提供我叫MT：经典再现安卓版最新下载，最全的我叫MT：经典再现游戏攻略，礼包激活码，欢迎来小米下载我叫MT：经典再现。【游戏介绍】《我叫MT：经典再现》是明日世界游戏倾情打造的“我叫MT”系列正版授权自由转职策略养成手游。动画正版授权，原班人马倾情献声！3D场景的全即时走位战斗系统，6大角色，12种转职，职业技能组合实现万种可能，巧妙搭配战胜各路强敌，无需时刻在线，收益直接拉满，真正实现轻松不烧脑 策略刚刚好！6张地图板块，近千关卡，快来与MT一起开启这场未知的冒险，探索全新大陆，体验无限乐趣！
我本千金,http://f2.g.mi.com/download/AppStore/078786bd0925e409abd090da09edc2d541ada89cf/com.tomato.wbqj.mi.apk,"小米版我本千金为您提供我本千金安卓版最新下载，最全的我本千金游戏攻略，礼包激活码，欢迎来小米下载我本千金。【游戏介绍】千年奇缘，今世之约。《我本千金》与赵雅芝主演版经典电视剧《新白娘子传奇》联动上线！白素贞、小青、许仙等全新伙伴登场，「白蛇传说」经典剧情倾情上演！

游戏中，扮演18线演员的你，经过一段时间“入不敷出”的艰苦时光，终于接到了新项目——《新白娘子传奇》的翻拍！在翻阅剧本的过程中，眼皮却不知不觉开始打架......清凉的雨丝拍打在脸上，你睁开眼，发现眼前竟是一处断桥，桥上的人衣着古朴，撑着一柄油纸伞。没错，你又穿越了！

游戏特色：

【千年奇缘 白蛇传说经典重现】
穿越到剧本世界后，你发现自己不知不觉融入其中。在「白蛇传说」联动系列活动中，帮助白素贞、许仙一起采集药材，在保安药堂里制作药材、开办会诊悬壶济世，甚至见证了水漫金山那惊人的一幕……

【团宠体验 联动伙伴登场】
伴随锦鲤附体般的好运，你将相继邂逅全新伙伴白素贞、小青、许仙、法海。结交并提升伙伴资质，获得他们的强力助援，成为当之无愧的团宠吧！

【锦衣华服  服饰限时上新】
海量妆容、华服高定春日上新，更有青白同款妆容服饰华丽登场。三小姐不妨换上锦衣华服，搭配精致妆容，与姐妹们一起同游西湖，拍摄白素贞、小青主题闺蜜时尚写真。

【甜蜜过招 蓝颜互动撒糖】
游戏还原现实场景社交，同时搭配短信、电话、朋友圈等功能，让你随时随地与心仪的蓝颜甜蜜约会、在线撒糖。

【豪华家居 装扮梦幻房间】 
闲暇时，你还可以回到豪宅别墅撸猫喂宠、装修房间，与姐妹们互相往来。选择古香古色的丝竹乐府、桃坞春醉主题家装，或宫廷罗曼曲等欧式风格，来装点你的理想家园！"
天祭,http://f2.g.mi.com/download/AppStore/0f1d93da895804035b676149337ac7a2de8ff943c/com.wangchong.tjhy.mi.apk,"小米版天祭为您提供天祭安卓版最新下载，最全的天祭游戏攻略，礼包激活码，欢迎来小米下载天祭。【游戏介绍】《天祭》是一款十分不错的值得推荐的武侠风热血手游，很多不一样的经典对局玩法，带给你不一样的对局体验，游戏拥有还十分海量的游戏福利，你可以轻松领取，新手老手都可以轻松的加入体验，喜欢的都不要错过了，快来一起玩吧。
羽翼环绕，光武加身，PK啪啪战不停，炫酷翅膀系统同步开启，羽翼加持战力飙升，更有神器助威，让战斗不再枯燥。传承经典手游精髓的同时，带给玩家全新的玩法！新颖挂机，狂暴升级，成为大神不是梦，经典传承挂机玩法，打破了以往ARPG墨守成规设定，重新定义了ARPG的游戏精髓，给玩家带来全新的游戏玩法！

游戏优势
1、玩家能够自己打造属于自己特色的武器，不管是外形还是属性，都更加的个性化。
2、因为游戏的地图非常的庞大，推出一键传送的功能，让你可以天涯海角一键到达。
3、让你无需费心就能操作，热情大战，打败对手，领略最经典的热血战斗方式。
4、自动寻路找本打怪，不用双手也能爆神装。

游戏内容
1、加入全新时装系统，各种风格各异的衣服披风恣意选择，还有各种各样的翅膀能够进行穿戴，让自己角色更加个性化。
2、各种福利，总能够让人惊喜不断，VIP专属奖励，还有开始送的超值福利，确实能够起到不小的帮助作用。
3、全3D引擎打造，高清的游戏画质，呈现了一个精彩的热血世界。
4、该游戏完全复刻出了最佳的对战赛场,随时都可以在这里重续当年的热血与热情。

游戏玩法
【PK爆装】激情PK，秒了他，屠龙就是你的
【千人同屏】行会团战，热血攻沙，纵横沙场
【兄弟情深】叫上当年的兄弟，重温当年热血奋战
【自由交易】装备全靠打，爆了极品土豪回收
【挂机升级】离线挂机，瞬间99级还能挂装备

游戏特色
1、羽翼环绕，光武加身，PK啪啪战不停！
2、新颖挂机，狂暴升级，成为大神不是梦！
3、最新武侠风热血mmorpg手游满v版上线！
4、将挂机和ARPG合二为一，挑战传统模式，打造手游中的热血霸业！
5、众多崭新的技能和崭新的模式，在经典的玩法上大升级，既熟悉又不熟悉！
6、传承经典，融于经典，升华经典，在这里玩家可以感受到不一样的热血体验！
7、硬派写实画风、任性自由玩法，全新狂暴升级模式，一人单挑，威霸全场，赶紧来成就属于你的热血传说！"
时间花园,,"小米版时间花园为您提供时间花园安卓版最新下载，最全的时间花园游戏攻略，礼包激活码，欢迎来小米下载时间花园。【游戏介绍】想要学习，工作的时候更有效率？想要摆脱手机上瘾？ 让我们来帮助你！ 

《时间花园》是一款游戏化的时间管理工具，可以帮助人们更好地管理他们的时间并专注于他们生活中的重要事情。 每次专注的时间都能转化为雨滴，并种植可爱的植物。 

功能： 
* 抵抗手机沉迷，专注于生活中的重要事情 
* 保持专注 - 当你放下手机并集中注意力时会产生雨滴 
* 培育植物 - 使用雨滴来发现/种植可爱的植物 
* 收藏 - 解锁并收集数百种绝对可爱的植物 
* 拯救世界 - 通过种植植物来清理垃圾，让口袋植物的世界焕然一新"
